STRASSE,STRANAM,HSZ
2046,Hölzlweg,21a
3089,Memlingstr.,6a
6126,Gustav-Heinemann-Ring,1
400,Balanstr.,380a
4441,Sollner Str.,43a
844,Dessauerstr.,7
5973,Georg-Hager-Str.,18
5973,Georg-Hager-Str.,22
5973,Georg-Hager-Str.,34
2642,Kunigundenstr.,29
2696,Langackerweg,7
1185,Ferdinand-Maria-Str.,30
1185,Ferdinand-Maria-Str.,31
1256,Fraasstr.,14
1323,Frickastr.,5
1418,Gaßnerstr.,9
4155,Schladminger Str.,31
1697,Guntherstr.,4
1947,Herthastr.,3
1947,Herthastr.,27
5051,Weilheimer Str.,19a
5895,Josef-Steinbacher-Weg,13
3677,Prinzenstr.,8
2286,Josephsburgstr.,14
2286,Josephsburgstr.,14a
1987,Hiltenspergerstr.,9
1095,Ernst-von-Beling-Str.,5
3188,Mozartstr.,11
5913,Fritz-Kortner-Bogen,7
808,Dall'Armistr.,27
292,Arnpeckstr.,9
2819,Lilienstr.,64
3368,Oedkarspitzstr.,17
6036,Am Eschbichl,55
1864,Heilbrunner Str.,94
2555,Korbinianstr.,49
2555,Korbinianstr.,61
2619,Krumenauerstr.,15
2619,Krumenauerstr.,29
1155,Fasangartenstr.,4
3053,Max-Liebermann-Str.,8
3124,Milbertshofener Str.,12
3858,Riesenfeldstr.,53
3894,Röblingweg,14
3966,Ruchsteigerstr.,19
4166,Schleißheimer Str.,183c
3328,Nymphenburger Str.,147a
4990,Waldstr.,29
4885,Vesaliusstr.,32
4273,Schulstr.,35
5207,Winzererstr.,57
1481,Germaniastr.,18
1748,Haimhauserstr.,8
2095,Hohenzollernstr.,2a
2398,Kaulbachstr.,56
2398,Kaulbachstr.,86
2515,König-Marke-Str.,6
2642,Kunigundenstr.,64
2778,Leopoldstr.,35
1340,Friedrich-List-Str.,88
6478,Grete-Mosheim-Str.,9
1328,Friedenspromenade,49a
1551,Görzer Str.,159
3690,Puchheimer Str.,42c
2513,König-Heinrich-Str.,15
2474,Kleinhaderner Str.,43b
1359,Fröttmaninger Str.,14b
615,Böcklinstr.,71
3828,Rheinlandstr.,10b
555,Beuthener Str.,25
3970,Rudi-Seibold-Str.,9
3317,Notburgastr.,3
1153,Fasanenstr.,13
855,Diefenbachstr.,8a
2297,Jurastr.,40
4489,Spitzwegstr.,3a
5406,Rosenkavalierpl.,15
5782,Therese-Giehse-Allee,35
5994,Hirmerweg,3
3080,Meistersingerstr.,90
5989,Saarlouiser Str.,84
6601,Ruth-Drexel-Str.,52
1359,Fröttmaninger Str.,19a
6612,Bauhauspl.,4
4177,Schlößlanger,37a
4661,Tarnowitzer Str.,28
4661,Tarnowitzer Str.,24
5081,Weltenburger Str.,40a
6601,Ruth-Drexel-Str.,144
6601,Ruth-Drexel-Str.,140
5253,Wurzgartenweg,23
462,Bavariaring,7
3058,Maxstadtstr.,26
3079,Meister-Mathis-Weg,8
3260,Neuburgerstr.,5b
3376,Ofener Str.,2
3376,Ofener Str.,16
4321,Sebastian-Bauer-Str.,7a
3514,Perhamerstr.,32
3514,Perhamerstr.,51
3747,Rappstr.,4
3742,Rapotostr.,2
3747,Rappstr.,10
3824,Reutterstr.,73
3919,Ronpeckhstr.,8
5195,Winlandstr.,6
4000,Rushaimerstr.,95
4021,Saherrstr.,48
3755,Ratoldstr.,44
3853,Riemerschmidstr.,17
3853,Riemerschmidstr.,41
3896,Röhrichtstr.,10
3964,Rubinstr.,17
4090,Schaarschmidtstr.,14
5053,Weinbauernstr.,13a
2095,Hohenzollernstr.,107
4981,Waldmeisterstr.,23b
5061,Weißdornstr.,6
5073,Weitlstr.,31
5073,Weitlstr.,56
1081,Eringerstr.,8
1236,Floßmannstr.,2
1236,Floßmannstr.,10
1255,Fouquestr.,11
1282,Franz-Stenzer-Str.,2
5360,Hans-Böckler-Str.,63
1591,Gräfstr.,13
1591,Gräfstr.,103
1591,Gräfstr.,115
1801,Hartelstr.,12
2733,Lechelstr.,12
1885,Heinrich-Schütz-Weg,27
1885,Heinrich-Schütz-Weg,40
1885,Heinrich-Schütz-Weg,55
1927,Hermann-Köhl-Str.,18
1985,Hillernstr.,10
2301,Kabastastr.,15
6528,Margarethe-Danzi-Str.,17
6588,Otl-Aicher-Str.,22
1397,Gailenreuther Str.,3a
3520,Permanederstr.,26a
2782,Lerchenfeldstr.,1a
1397,Gailenreuther Str.,3g
1280,Franz-Senn-Str.,29
6588,Otl-Aicher-Str.,44
6630,Carry-Brachvogel-Str.,10
2256,Johanneskirchner Str.,150c
69,Albert-Roßhaupter-Str.,75
6370,Georg-Kerschensteiner-Str.,9
2166,Iltisstr.,48e
4918,Vollmannstr.,27e
6123,Karl-Amadeus-Hartmann-Weg,1
6123,Karl-Amadeus-Hartmann-Weg,11
4972,Waldesruhe,9
2536,Kollwitzstr.,15
5782,Therese-Giehse-Allee,15
5782,Therese-Giehse-Allee,41
3663,Praterinsel,6
5656,Alfred-Döblin-Str.,24
4722,Thuillestr.,6
5782,Therese-Giehse-Allee,70
1620,Gravelottestr.,13
4055,St.-Anna-Str.,14
2351,Karl-May-Str.,11
2800,Libellenstr.,29
2831,Lindenfelser Str.,9
2904,Lützelsteiner Str.,24
2965,Mannheimer Str.,8
3036,Mattighofer Str.,7
3341,Obere Länge,4a
4423,Situlistr.,50
294,Arnulfstr.,137
5901,Friedrich-Domin-Weg,24
5901,Friedrich-Domin-Weg,8
1408,Ganghoferstr.,79
5895,Josef-Steinbacher-Weg,5
1083,Erlbachstr.,1a
5928,Josef-Lutz-Weg,2
2420,Keyserlingstr.,21
2872,Lomeweg,14
3029,Mathildenstr.,5a
5908,Arno-Assmann-Str.,24
974,Eduard-Schenk-Str.,38a
1261,Frankfurter Ring,2a
5318,Zuccalistr.,8
1179,Feldmochinger Str.,8
2365,Karl-Theodor-Str.,75
2402,Keferloherstr.,80
2402,Keferloherstr.,103
2402,Keferloherstr.,136
2501,Knorrstr.,12
2522,Königsteinstr.,9
2554,Korbinianpl.,2b
2555,Korbinianstr.,20
3124,Milbertshofener Str.,103
1505,Giggenbacherstr.,25
3167,Moosacher Str.,33
3275,Neurißweg,9
3746,Rappoltsteiner Str.,24
4641,Sulzbacher Str.,15
4833,Ungererstr.,47
5171,Wilhelmstr.,13
4892,Viktor-Scheffel-Str.,3
492,Beltweg,10
1234,Floriansmühlstr.,15
1313,Freisinger Landstr.,173
4903,Völckerstr.,10
4214,Schneewittchenstr.,27
6468,Selma-Lagerlöf-Str.,84
4615,Struwelpeterstr.,20
4068,St.-Michael-Str.,113
2853,Lochhausener Str.,120
3599,Pirolstr.,6
6469,Elisabeth-Mann-Borgese-Str.,33
1590,Gräfelfinger Str.,55
1590,Gräfelfinger Str.,62
1590,Gräfelfinger Str.,126
1652,Großhaderner Str.,2
1883,Heinrich-Lammel-Str.,1
2544,Konrad-Dreher-Str.,11
2780,Leostr.,7
2904,Lützelsteiner Str.,27
692,Bruderstr.,10
4309,Schweppermannstr.,4a
3575,Pflegerbauerstr.,7
4836,Unterbiberger Str.,36a
177,Am Kapuzinerhölzl,3
5779,Charles-de-Gaulle-Str.,3
5904,Wilhelm-Hoegner-Str.,23
5149,Wildenholzener Str.,26
5390,Detmoldstr.,12
5913,Fritz-Kortner-Bogen,16
96,Alpenveilchenstr.,48
6200,Josef-Brückl-Str.,78
5207,Winzererstr.,30a
6697,Constanze-Hallgarten-Str.,24
437,Basler Str.,55
4455,Sonnwendjochstr.,28
1843,Heckenstallerstr.,151
1000,Eichelhäherstr.,44
2853,Lochhausener Str.,102
6706,Fritz-Bauer-Str.,17
6453,Mondscheinweg,11a
6700,Paula-Hahn-Weinheimer-Weg,13
814,Dantestr.,4
1261,Frankfurter Ring,158
325,Auenbruggerstr.,86a
694,Brückestr.,2
4505,Ständlerstr.,36
5511,Traunreuter Str.,1a
3439,Otto-Sendtner-Str.,10d
2837,Linkstr.,44
2837,Linkstr.,66
2837,Linkstr.,100
3136,Mitteisstr.,22
3394,Opalstr.,15
3394,Opalstr.,32
3450,Paidarstr.,11
3457,Pappelallee,24
3492,Paul-Preuß-Str.,22
3728,Rainfarnstr.,77
3754,Ratkisstr.,13
4166,Schleißheimer Str.,399
4166,Schleißheimer Str.,511
4212,Schneeglöckchenstr.,38
388,Bäckerstr.,10
388,Bäckerstr.,44
388,Bäckerstr.,83
1395,Gaggenaystr.,20
616,Böcksteiner Str.,34
616,Böcksteiner Str.,57
800,Dachstr.,36
853,Dickensstr.,3
1355,Fritz-Reuter-Str.,11
1419,Gatterburgstr.,10
1448,Genovevaweg,19
2495,Klugstr.,71
1573,Goßwinstr.,8
1573,Goßwinstr.,14
399,Bajuwarenstr.,133
1012,Eigerstr.,5
1136,Fährtwegl,3
1232,Florastr.,21
5025,Waterbergstr.,20
2048,Hönlestr.,22
1645,Groschenweg,3
1735,Haffstr.,21
3565,Pferggasse,3
1903,Hella-von-Westarp-Str.,34
1911,Heltauer Str.,20
1996,Hippelstr.,26a
4423,Situlistr.,60
3548,Pfälzer-Wald-Str.,53
1604,Grandauerstr.,3d
6589,Am Hartmannshofer Bächl,4
2843,Lipperheidestr.,2
4836,Unterbiberger Str.,36
4848,Unterer Anger,15
4851,Unterhachinger Str.,69a
3434,Ottilienstr.,4
1411,Garchinger Str.,21
4656,Tangastr.,18a
4662,Taschnerstr.,21
6121,Arnold-Schönberg-Weg,8
4686,Thaddäus-Eck-Str.,58
3853,Riemerschmidstr.,2
4697,Theodolindenstr.,79a
3499,Pelargonienweg,49
5734,Karl-Witthalm-Str.,9
2616,Krüner Str.,131
1840,Heckenacker,10
2960,Mangfallstr.,21a
2616,Krüner Str.,135
2616,Krüner Str.,133
2137,Hugo-Wolf-Str.,63
4979,Waldhüterstr.,16
2429,Kiem-Pauli-Weg,11
3881,Robinienstr.,10
3697,Pulverturmstr.,9e
3938,Rotbuchenstr.,52
1306,Freihamer Weg,62
5128,Widderstr.,15
2787,Leuchtenbergring,6
4129,Schellingstr.,158
781,Clemensstr.,32
1771,Hanfelder Str.,11a
2356,Karlsbergstr.,38a
2356,Karlsbergstr.,37a
3436,Ottobrunner Str.,144
3503,Penckstr.,4a
3503,Penckstr.,4
3436,Ottobrunner Str.,142
4234,Schöppingstr.,10
4552,Steirerstr.,4
219,Am Sommerfeld,6
2558,Kornwegerstr.,27a
4145,Schikanederstr.,12a
128,Am Bahnsportpl.,18b
128,Am Bahnsportpl.,18
6738,Hans-Dietrich-Genscher-Str.,16
6738,Hans-Dietrich-Genscher-Str.,12
6739,Roman-Herzog-Str.,39
6738,Hans-Dietrich-Genscher-Str.,22
6715,Albert-Camus-Str.,16
1337,Friedrich-Hebbel-Str.,28
4215,Schneidemühler Str.,9a
6230,Rosa-Luxemburg-Pl.,38
6230,Rosa-Luxemburg-Pl.,48
1766,Hammersbacher Str.,19
1367,Frundsbergstr.,43
6230,Rosa-Luxemburg-Pl.,52
6230,Rosa-Luxemburg-Pl.,54
2748,Leienfelsstr.,21b
2748,Leienfelsstr.,21
612,Bodenseestr.,45a
101,Alsenweg,14a
2580,Kreillerstr.,170a
1123,Eulenspiegelstr.,81
1999,Hirschauer Str.,6b
2828,Lindacher Str.,8a
1505,Giggenbacherstr.,26
1505,Giggenbacherstr.,22
4655,Talerweg,11
1999,Hirschauer Str.,6a
2218,Isenschmidstr.,10
2828,Lindacher Str.,8
520,Bergsonstr.,83
2003,Hirsch-Gereuth-Str.,50a
5728,Guardinistr.,35
1598,Grafrather Str.,10
4153,Schirmerweg,36
4751,Togostr.,7a
4751,Togostr.,7
5103,Wessobrunner Str.,30
2895,Ludwigsfelder Str.,160b
2437,Kilihofstr.,2a
1802,Harthauser Str.,6
2218,Isenschmidstr.,12
5104,Westendstr.,37
132,Am Birkicht,22
2402,Keferloherstr.,115
676,Brettener Str.,5
881,Doeberlstr.,20
4808,Tullingerstr.,19
881,Doeberlstr.,20a
3638,Pollinger Str.,17
4435,Soldauer Str.,23
1984,Hilgerstr.,1d
3638,Pollinger Str.,13
3823,Reutberger Str.,14
4647,Sundergaustr.,156a
2505,Koboldstr.,65
877,Dirschauer Str.,29d
1975,Hiendlmayrstr.,11
4887,Vestastr.,6
4887,Vestastr.,6d
6727,Hermine-von-Parish-Str.,6a
1179,Feldmochinger Str.,214
3137,Mittenwalder Str.,63
4887,Vestastr.,6c
6727,Hermine-von-Parish-Str.,8a
6729,Erna-Eckstein-Str.,2
3622,Plinganserstr.,54
3011,Marsopstr.,29
2553,Korbinian-Beer-Str.,27
5022,Wasserburger Landstr.,149
1649,Großfriedrichsburger Str.,17
4934,Von-Heydebreck-Str.,14
3207,Münsinger Str.,26
765,Chopinstr.,24
4349,Seinsheimstr.,13
511,Bergerwaldstr.,30a
1444,Gemingstr.,34
2643,Kunihohstr.,7b
4510,Stahlstr.,25c
3711,Rablstr.,21a
1444,Gemingstr.,36
2585,Krenklstr.,30b
2585,Krenklstr.,30
246,Angerlohstr.,1c
4067,St.-Martin-Str.,21
4075,St.-Veit-Str.,7
978,Efeustr.,8
1652,Großhaderner Str.,56
4923,Voltzweg,3
1155,Fasangartenstr.,136b
951,Ebereschenstr.,4
4010,Sachsenkamstr.,13
1909,Helmtrudenstr.,6d
1909,Helmtrudenstr.,6f
3320,Novalisstr.,3
3597,Pirkheimerstr.,11
2427,Kiefersfeldener Str.,19
2907,Luise-Kiesselbach-Pl.,5
2224,Jachenauer Str.,19
2259,Johann-Houis-Str.,37
1003,Eichendorffstr.,1
6772,Leinweberweg,35
6772,Leinweberweg,45
6772,Leinweberweg,43
6772,Leinweberweg,21
3030,Mathunistr.,11
5109,Westermeierstr.,14a
2165,Ilmstr.,14
3320,Novalisstr.,16
5303,Zillertalstr.,62
2616,Krüner Str.,3
2838,Linnenbrüggerstr.,22b
1387,Gabelsbergerstr.,105
426,Barer Str.,49
2909,Luisenstr.,39
4808,Tullingerstr.,15a
4782,Triebstr.,54
4808,Tullingerstr.,15
6793,Henny-Seidemann-Str.,21
4818,Udalrichstr.,9a
294,Arnulfstr.,8
1590,Gräfelfinger Str.,133f
5752,Von-Knoeringen-Str.,29
5752,Von-Knoeringen-Str.,25
5752,Von-Knoeringen-Str.,31
5752,Von-Knoeringen-Str.,33
5767,Freihamer Allee,30
2426,Kiefernstr.,27
4632,Sudetendeutschestr.,13a
995,Ehrengutstr.,1a
5442,Feuchtwangerstr.,4
6798,Thusnelda-Lang-Brumann-Str.,21
5767,Freihamer Allee,24
5767,Freihamer Allee,26
6718,Hans-Clarin-Weg,7
6718,Hans-Clarin-Weg,9
4683,Teuchertstr.,17
6707,Aubinger Allee,46
3018,Martin-Empl-Ring,16
6772,Leinweberweg,19
6772,Leinweberweg,33
6774,Hans-A.-Engelhard-Str.,13
6230,Rosa-Luxemburg-Pl.,46
6230,Rosa-Luxemburg-Pl.,42
6230,Rosa-Luxemburg-Pl.,50
6230,Rosa-Luxemburg-Pl.,40
2748,Leienfelsstr.,21a
6772,Leinweberweg,47
6772,Leinweberweg,37
6772,Leinweberweg,31
128,Am Bahnsportpl.,18a
101,Alsenweg,14b
4145,Schikanederstr.,12
3909,Rohrauerstr.,18a
2197,Insterburger Str.,3
3909,Rohrauerstr.,18
3844,Riedener Str.,11
2197,Insterburger Str.,1a
3334,Oberbrunner Str.,27
1313,Freisinger Landstr.,12
954,Ebermayerstr.,18a
3971,Rudliebstr.,15
4059,St. Emmeram,32a
3828,Rheinlandstr.,4
2548,Konrad-Witz-Str.,7
6774,Hans-A.-Engelhard-Str.,11
6774,Hans-A.-Engelhard-Str.,15
6230,Rosa-Luxemburg-Pl.,56
6798,Thusnelda-Lang-Brumann-Str.,15
4159,Schlegelstr.,3
1120,Euckenstr.,13
6786,Marie-Juchacz-Str.,5
1155,Fasangartenstr.,138e
6785,Lilli-Kurowski-Str.,3
6786,Marie-Juchacz-Str.,7
6785,Lilli-Kurowski-Str.,8
1155,Fasangartenstr.,138f
6177,Arnold-Sommerfeld-Str.,15
2501,Knorrstr.,170d
2501,Knorrstr.,170c
3952,Rotkäppchenstr.,75a
1505,Giggenbacherstr.,20
4655,Talerweg,11b
3952,Rotkäppchenstr.,75b
3952,Rotkäppchenstr.,75c
1750,Hainbuchenstr.,11c
3952,Rotkäppchenstr.,75e
3952,Rotkäppchenstr.,75d
1750,Hainbuchenstr.,11d
1750,Hainbuchenstr.,11e
1750,Hainbuchenstr.,11b
2733,Lechelstr.,55d
2828,Lindacher Str.,8b
1505,Giggenbacherstr.,24
1505,Giggenbacherstr.,28
4703,Theodor-Storm-Str.,16a
2437,Kilihofstr.,2
3505,Pennstr.,85
2275,Josef-Ressel-Str.,22
4632,Sudetendeutschestr.,31
5170,Wilhelmshavener Str.,9
5613,Ehrenbreitsteiner Str.,8
4722,Thuillestr.,55
3638,Pollinger Str.,15
5490,Heinrich-Wieland-Str.,166
3354,Oberölkofener Str.,3
3558,Pfarrweg,10
4830,Ulrich-von-Hutten-Str.,22
4984,Waldperlacher Str.,100
5286,Zellerhornstr.,41
959,Echardinger Str.,37
1480,Gerlosstr.,4
1755,Halfinger Str.,20
1760,Halserspitzstr.,36
6547,Margarete-Steiff-Str.,11
6721,Elisabeth-Castonier-Pl.,15
4852,Untermenzinger Str.,56
4847,Untere Mühlstr.,11
6601,Ruth-Drexel-Str.,38
1596,Graf-Lehndorff-Str.,10
1188,Fernpaßstr.,14
3427,Osterseenstr.,3
3233,Naglerstr.,9
3538,Peter-Winter-Str.,19
2484,Kletterrosenweg,3
2781,Lerchenauer Str.,162
4212,Schneeglöckchenstr.,57
2553,Korbinian-Beer-Str.,22
3998,Ruppertstr.,5
5631,Anzengruberstr.,1
1292,Frauenpl.,14
2472,Kleiberweg,15
2654,Kurt-Floericke-Str.,17
2654,Kurt-Floericke-Str.,51
4467,Specklstr.,9a
3711,Rablstr.,21c
3711,Rablstr.,21b
801,Däumlingstr.,3
4148,Schillerstr.,3
956,Ebersberger Str.,17
759,Chamissostr.,9
5536,Reichenaustr.,5
3966,Ruchsteigerstr.,22a
6786,Marie-Juchacz-Str.,4
2024,Hochmuttinger Str.,20
1775,Hansastr.,139
1823,Hauffstr.,2
2042,Hölderlinstr.,13
2254,Johann-Clanze-Str.,19
1775,Hansastr.,148b
3506,Penzberger Str.,3
69,Albert-Roßhaupter-Str.,17
2259,Johann-Houis-Str.,24
2543,Konrad-Celtis-Str.,4a
2485,Klingerstr.,13
4778,Treffauerstr.,8
3320,Novalisstr.,10
3479,Passauerstr.,38
5080,Welserstr.,16
289,Arnimstr.,21
289,Arnimstr.,23
5303,Zillertalstr.,59
3383,Ohlstadter Str.,1b
3233,Naglerstr.,39
289,Arnimstr.,13
2543,Konrad-Celtis-Str.,51
2254,Johann-Clanze-Str.,47
4159,Schlegelstr.,11
1918,Herbergstr.,73a
3622,Plinganserstr.,52
2379,Karwendelstr.,16
2379,Karwendelstr.,14
1918,Herbergstr.,73
5315,Zornedinger Str.,6e
5315,Zornedinger Str.,6d
1329,Friedenstr.,24
3030,Mathunistr.,11a
6738,Hans-Dietrich-Genscher-Str.,14
6714,Helmut-Schmidt-Allee,46
6739,Roman-Herzog-Str.,41
899,Donaustaufer Str.,9a
6740,Annemarie-Renger-Str.,37
6793,Henny-Seidemann-Str.,19
6795,Friederike-Nadig-Allee,46
4382,Siebenbürgener Str.,7
4632,Sudetendeutschestr.,29
335,Auf der Vogelwiese,6
5103,Wessobrunner Str.,33
417,Bannwaldseestr.,69
5140,Wiesentfelser Str.,90
6715,Albert-Camus-Str.,6
6739,Roman-Herzog-Str.,21
6772,Leinweberweg,13
5167,Wilhelm-Ostwald-Str.,3
2189,Infanteriestr.,12
226,Am Waldrand,8
4374,Seybothstr.,6
1422,Gautinger Str.,3
3896,Röhrichtstr.,4a
3896,Röhrichtstr.,4
5490,Heinrich-Wieland-Str.,90
4234,Schöppingstr.,8
612,Bodenseestr.,222b
6772,Leinweberweg,17
6772,Leinweberweg,27
6716,Ellis-Kaut-Str.,7
5140,Wiesentfelser Str.,84
6754,Marie-Luise-Jahn-Str.,4
2838,Linnenbrüggerstr.,22a
6707,Aubinger Allee,40
6707,Aubinger Allee,44
3871,Ringbergstr.,17
4344,Segenstr.,23
2795,Levelingstr.,17
1876,Heimstättenstr.,10
1632,Griegstr.,22
5300,Zielstattstr.,8a
5774,Krehlebogen,6b
1687,Guffertstr.,13a
406,Ballaufstr.,28a
2166,Iltisstr.,67b
2485,Klingerstr.,42
2543,Konrad-Celtis-Str.,6a
1382,Fuggerstr.,4
2944,Mainburger Str.,23
611,Bodenschneidstr.,14
2690,Landsberger Str.,519a
1432,Geiselgasteigstr.,116c
6785,Lilli-Kurowski-Str.,1
6785,Lilli-Kurowski-Str.,10
6786,Marie-Juchacz-Str.,9
4698,Theodor-Fischer-Str.,72b
3487,Paul-Ehrlich-Weg,7c
2368,Karl-von-Roth-Str.,33
2853,Lochhausener Str.,97
6787,Max-Kustermann-Pl.,10
1689,Guido-Schneble-Str.,64e
4686,Thaddäus-Eck-Str.,2
4686,Thaddäus-Eck-Str.,2a
1829,Hausmannstr.,10
3952,Rotkäppchenstr.,75
3952,Rotkäppchenstr.,75f
3952,Rotkäppchenstr.,75g
411,Baltenstr.,11a
4655,Talerweg,11a
1249,Forstenrieder Allee,194
1372,Fürstenackerstr.,10
1433,Geisenbrunner Str.,63
2722,Lauterseestr.,8
2852,Lochhamer Str.,122
3396,Oppenrieder Str.,14
5041,Weichselgartenstr.,20
5282,Zeismeringer Str.,11
2995,Marienburger Str.,43
2995,Marienburger Str.,49
3315,Normannenstr.,23
3344,Oberföhringer Str.,25
3585,Pienzenauerstr.,125
303,Aschauer Str.,34
4305,Schweidnitzer Str.,44
4510,Stahlstr.,22
4701,Theodor-Lipps-Str.,1
4941,Vorherstr.,10a
4417,Simrockstr.,11a
1232,Florastr.,68
2654,Kurt-Floericke-Str.,43
512,Bergetstr.,23a
1090,Ernst-Haeckel-Str.,39
1090,Ernst-Haeckel-Str.,69a
1090,Ernst-Haeckel-Str.,102
1464,Georg-Reismüller-Str.,46
1519,Gleichpl.,2
2358,Karl-Schmolz-Str.,26
2542,Konrad-Beyerle-Str.,6a
2970,Manzostr.,76
3554,Pfarrer-Grimm-Str.,18c
3661,Prantlstr.,12
3845,Riederstr.,42
3863,Riezlerweg,20
3863,Riezlerweg,46
3863,Riezlerweg,48
4600,Streberstr.,3
3328,Nymphenburger Str.,105
4968,Walchenseepl.,5
586,Bismarckstr.,4
833,Demblerstr.,11
3124,Milbertshofener Str.,87
3448,Paganinistr.,55
6127,Niemöllerallee,17
2297,Jurastr.,70
4925,Von-der-Pfordten-Str.,25
4934,Von-Heydebreck-Str.,10a
4877,Veit-Stoß-Str.,30
4877,Veit-Stoß-Str.,49
6490,Astrid-Lindgren-Str.,91
5023,Wasserturmstr.,22
4209,Schneebergstr.,12
4058,St.-Bonifatius-Str.,3c
988,Eggmühler Str.,42
560,Bielefelder Str.,13
1950,Hertwigpl.,1c
1106,Eslarner Str.,12b
1106,Eslarner Str.,12
1687,Guffertstr.,16a
2869,Lohstr.,17
1616,Gratlspitzstr.,14
2485,Klingerstr.,25
2616,Krüner Str.,12
2543,Konrad-Celtis-Str.,70
289,Arnimstr.,11
6729,Erna-Eckstein-Str.,8
6727,Hermine-von-Parish-Str.,8
56,Aidenbachstr.,129a
957,Eberwurzstr.,7
4166,Schleißheimer Str.,451a
3506,Penzberger Str.,17a
5988,Rupert-Bodner-Str.,5
2402,Keferloherstr.,150a
1569,Gondershauser Str.,8a
4392,Siegmund-Schacky-Str.,45
6727,Hermine-von-Parish-Str.,6
6730,Franz-Langinger-Str.,13
6730,Franz-Langinger-Str.,11
56,Aidenbachstr.,127
56,Aidenbachstr.,129
2058,Hofbrunnstr.,75
3396,Oppenrieder Str.,22a
4166,Schleißheimer Str.,451
957,Eberwurzstr.,7a
1306,Freihamer Weg,69
6656,Konstanze-Vernon-Str.,26
1507,Gilgstr.,9a
4166,Schleißheimer Str.,455a
3792,Reigersbachstr.,15f
1597,Graf-Ottenburg-Str.,17
6715,Albert-Camus-Str.,6a
6614,Petra-Kelly-Str.,25
6626,Wilhelmine-Reichard-Str.,22
5002,Walserstr.,8a
2360,Karlsfelder Str.,34f
3517,Perlacher Str.,32
3517,Perlacher Str.,40
5489,Albert-Schweitzer-Str.,74
2630,Kürnbergstr.,35
400,Balanstr.,123
6739,Roman-Herzog-Str.,25
6739,Roman-Herzog-Str.,27
6739,Roman-Herzog-Str.,37
6714,Helmut-Schmidt-Allee,52
899,Donaustaufer Str.,9
6740,Annemarie-Renger-Str.,35
6715,Albert-Camus-Str.,14
1179,Feldmochinger Str.,193
1179,Feldmochinger Str.,321
5999,Elisabeth-Jost-Str.,5
3430,Ostpreußenstr.,15e
6715,Albert-Camus-Str.,10
5140,Wiesentfelser Str.,92
6714,Helmut-Schmidt-Allee,54
6739,Roman-Herzog-Str.,35
6714,Helmut-Schmidt-Allee,44
6714,Helmut-Schmidt-Allee,48
6715,Albert-Camus-Str.,12
6738,Hans-Dietrich-Genscher-Str.,20
6715,Albert-Camus-Str.,8
2541,Konitzer Str.,6
5774,Krehlebogen,6c
4455,Sonnwendjochstr.,65
406,Ballaufstr.,30a
406,Ballaufstr.,30
3417,Osserstr.,11
3812,Rennbahnstr.,42
5774,Krehlebogen,6
6715,Albert-Camus-Str.,4
4881,Verdistr.,105c
5666,Hugo-Lang-Bogen,16
289,Arnimstr.,15
4010,Sachsenkamstr.,26
2339,Kapuzinerstr.,18a
600,Blumenauer Str.,9
1642,Grohmannstr.,61
1043,Elsenheimerstr.,31
6791,Thea-Knorr-Str.,11
459,Bauseweinallee,114
4698,Theodor-Fischer-Str.,72
3487,Paul-Ehrlich-Weg,7a
3297,Nikolaus-Rüdinger-Str.,28
3487,Paul-Ehrlich-Weg,7
3487,Paul-Ehrlich-Weg,7b
6568,Storchenweg,24
2368,Karl-von-Roth-Str.,35
2853,Lochhausener Str.,95
2786,Leuchsstr.,34
398,Baierbrunner Str.,55
2824,Lina-Hähnle-Str.,6
1296,Frau-Holle-Str.,47
6611,Max-Bill-Str.,62
5573,Nawiaskystr.,27
1834,Haylerstr.,25f
2836,Lindwurmstr.,100
135,Am Blütenring,43
2480,Klementinenstr.,9
2973,Marchgrabenpl.,12
592,Bleicherhornstr.,5
592,Bleicherhornstr.,18
1249,Forstenrieder Allee,31
5475,Sipplinger Str.,23
582,Bischof-Adalbert-Str.,17
2553,Korbinian-Beer-Str.,5
2848,Listerstr.,10
2858,Löherweg,26
2961,Mangstr.,20
2963,Mannertstr.,36
2970,Manzostr.,52
3554,Pfarrer-Grimm-Str.,39
3730,Ramannstr.,33
3863,Riezlerweg,11
3969,Rudhartstr.,32
1482,Germeringer Weg,2
2004,Hirschstr.,32
3249,Neideckstr.,45
4666,Taubertalstr.,18
97,Alprichstr.,28
388,Bäckerstr.,33d
400,Balanstr.,351
3234,Nanga-Parbat-Str.,29
6229,Emma-Ihrer-Str.,12
4991,Waldtruderinger Str.,14b
4991,Waldtruderinger Str.,35
5724,Braunschweiger Str.,8
5357,Wardeinstr.,36
5022,Wasserburger Landstr.,208
5022,Wasserburger Landstr.,220
767,Christoph-Schmid-Str.,4
771,Chrysanthemenstr.,12
773,Cincinnatistr.,49
775,Claudius-Keller-Str.,18
781,Clemensstr.,72a
2965,Mannheimer Str.,13
1498,Giechstr.,17
1878,Heinrich-Geißler-Str.,2b
2112,Horemansstr.,13
2970,Manzostr.,6e
1481,Germaniastr.,9
2778,Leopoldstr.,126
6727,Hermine-von-Parish-Str.,26
3793,Reiherweg,25
6601,Ruth-Drexel-Str.,47
690,Bruderhofstr.,37
6458,Platz der Menschenrechte,9
6515,Marianne-Plehn-Str.,51
6487,Centa-Herker-Bogen,9
1390,Gabrielenstr.,15
